,LSOA,population_per_hectare
19010,E01029999,47.6
19011,E01030000,71.3
19012,E01030001,11.9
19013,E01030007,31.2
19014,E01030008,12.5
19015,E01030009,30.0
19016,E01030010,42.3
19017,E01030011,11.1
19018,E01030022,86.7
19019,E01030023,75.9
19020,E01030024,125.3
19021,E01030025,71.1
19022,E01030026,74.6
19023,E01029958,78.9
19024,E01029960,62.2
19025,E01029961,74.8
19026,E01029962,94.7
19027,E01033124,41.7
19028,E01033125,26.2
19029,E01033129,31.2
19030,E01030002,59.0
19031,E01030003,71.1
19032,E01030004,46.5
19033,E01030005,40.6
19034,E01030006,91.4
19035,E01029963,21.5
19036,E01029964,49.6
19037,E01029965,26.6
19038,E01029966,28.8
19039,E01029967,31.0
19040,E01029984,15.6
19041,E01029985,20.7
19042,E01029986,28.0
19043,E01029987,57.6
19044,E01029988,37.3
19045,E01029990,72.8
19046,E01029991,24.0
19047,E01029992,46.5
19048,E01033123,48.0
19049,E01033126,42.7
19050,E01029968,72.2
19051,E01029969,23.9
19052,E01029970,50.8
19053,E01029971,56.1
19054,E01033122,41.7
19055,E01033130,83.5
19056,E01030012,62.8
19057,E01030013,55.5
19058,E01030014,49.7
19059,E01030015,49.1
19060,E01030016,60.3
19061,E01029994,51.6
19062,E01029995,43.1
19063,E01029996,62.4
19064,E01033127,7.2
19065,E01033128,17.1
19066,E01033131,35.5
19067,E01030017,44.8
19068,E01030018,58.6
19069,E01030019,22.5
19070,E01030020,48.6
19071,E01030021,33.5
19072,E01029978,67.3
19073,E01029979,53.3
19074,E01029980,9.5
19075,E01029981,26.6
19076,E01029982,53.6
19077,E01029983,66.1
19078,E01030052,1.2
19079,E01030058,0.4
19080,E01030064,0.8
19081,E01030088,0.7
19082,E01030039,0.6
19083,E01030054,0.5
19084,E01030055,0.9
19085,E01030066,0.9
19086,E01030067,0.8
19087,E01030068,1.0
19088,E01030053,0.5
19089,E01030082,0.7
19090,E01030090,0.4
19091,E01030040,0.6
19092,E01030049,0.9
19093,E01030050,14.8
19094,E01030084,2.2
19095,E01030085,11.7
19096,E01030037,0.9
19097,E01030038,1.3
19098,E01030059,0.7
19099,E01030081,1.5
19100,E01030051,10.3
19101,E01030056,1.2
19102,E01030065,0.7
19103,E01030086,1.3
19104,E01030089,2.7
19105,E01030048,1.0
19106,E01030057,0.4
19107,E01030083,0.6
19108,E01030087,0.4
19109,E01030073,27.3
19110,E01030077,35.5
19111,E01030079,43.3
19112,E01030080,21.6
19113,E01030063,0.9
19114,E01030069,0.8
19115,E01030072,28.3
19116,E01030075,45.1
19117,E01030060,3.2
19118,E01030071,17.7
19119,E01030076,21.8
19120,E01030078,14.4
19121,E01033316,31.3
19122,E01033317,29.4
19123,E01033319,24.7
19124,E01030041,0.6
19125,E01030043,3.6
19126,E01030061,23.4
19127,E01030062,20.3
19128,E01030070,1.8
19129,E01030042,0.9
19130,E01030044,10.6
19131,E01030045,1.9
19132,E01030046,0.9
19133,E01030047,22.8
19134,E01030095,0.7
19135,E01030096,0.8
19136,E01030097,0.8
19137,E01030145,2.9
19138,E01030146,1.0
19139,E01030094,0.2
19140,E01030121,1.7
19141,E01030132,2.5
19142,E01030133,0.4
19143,E01030130,22.6
19144,E01030131,71.4
19145,E01030139,55.6
19146,E01030140,26.5
19147,E01030141,60.8
19148,E01030103,1.6
19149,E01030104,1.5
19150,E01030138,0.5
19151,E01030127,15.0
19152,E01030128,57.7
19153,E01030129,20.8
19154,E01033044,47.6
19155,E01033045,31.2
19156,E01033050,16.9
19157,E01030091,33.9
19158,E01030093,20.8
19159,E01030137,22.2
19160,E01033043,44.2
19161,E01033046,75.1
19162,E01033047,28.4
19163,E01030092,40.7
19164,E01030123,49.2
19165,E01030124,16.5
19166,E01030125,40.8
19167,E01030148,25.2
19168,E01030149,31.8
19169,E01030098,0.7
19170,E01030100,0.6
19171,E01030119,0.9
19172,E01030134,0.6
19173,E01030135,0.3
19174,E01030142,9.9
19175,E01030143,52.6
19176,E01030144,8.9
19177,E01030147,27.2
19178,E01033048,6.3
19179,E01033049,57.8
19180,E01030099,0.4
19181,E01030101,2.2
19182,E01030150,0.5
19183,E01030120,0.8
19184,E01030122,1.4
19185,E01030151,0.4
19186,E01030109,47.1
19187,E01030110,27.8
19188,E01030111,36.0
19189,E01030112,36.8
19190,E01030115,10.7
19191,E01030116,15.4
19192,E01030117,44.0
19193,E01030118,56.4
19194,E01030105,56.6
19195,E01030106,18.7
19196,E01030107,39.2
19197,E01030108,37.9
19198,E01030113,19.0
19199,E01030114,20.2
19200,E01030201,0.3
19201,E01030219,0.4
19202,E01030222,0.3
19203,E01030154,0.4
19204,E01030172,1.0
19205,E01030173,6.2
19206,E01030174,0.5
19207,E01030176,0.4
19208,E01030186,1.9
19209,E01030208,0.5
19210,E01030209,3.8
19211,E01030210,14.7
19212,E01030212,0.5
19213,E01030152,1.3
19214,E01030153,4.7
19215,E01030187,1.1
19216,E01030188,41.5
19217,E01030189,7.1
19218,E01030193,1.1
19219,E01030194,6.9
19220,E01030195,17.2
19221,E01030220,4.5
19222,E01030175,1.3
19223,E01030200,0.5
19224,E01030221,0.8
19225,E01030199,0.3
19226,E01033443,2.3
19227,E01033445,8.3
19228,E01033446,0.4
19229,E01033448,0.3
19230,E01033449,1.2
19231,E01030155,26.8
19232,E01030185,16.3
19233,E01030203,8.3
19234,E01030211,32.7
19235,E01030179,27.6
19236,E01030180,20.6
19237,E01030183,26.3
19238,E01030184,17.2
19239,E01030207,5.0
19240,E01030181,58.8
19241,E01030190,2.1
19242,E01030191,19.2
19243,E01030192,12.2
19244,E01030198,0.7
19245,E01033442,18.9
19246,E01033444,85.5
19247,E01033447,20.1
19248,E01030196,25.0
19249,E01030197,0.6
19250,E01030204,13.4
19251,E01030205,38.9
19252,E01030206,17.5
19253,E01030171,8.1
19254,E01030214,13.8
19255,E01030215,5.6
19256,E01030216,3.7
19257,E01030217,0.9
19258,E01030218,1.7
19259,E01030158,3.5
19260,E01030159,40.4
19261,E01030164,36.4
19262,E01030166,20.6
19263,E01033450,24.7
19264,E01030160,4.5
19265,E01030161,32.2
19266,E01030168,41.3
19267,E01030169,65.2
19268,E01030170,17.6
19269,E01030162,51.6
19270,E01030163,9.6
19271,E01030165,47.1
19272,E01030167,50.2
19273,E01030240,14.4
19274,E01030241,3.2
19275,E01030242,12.6
19276,E01030259,0.9
19277,E01030260,0.8
19278,E01030261,37.0
19279,E01030262,26.8
19280,E01030277,50.2
19281,E01030279,63.5
19282,E01030281,30.8
19283,E01030266,15.3
19284,E01030267,15.2
19285,E01030271,31.1
19286,E01030278,39.7
19287,E01030280,35.8
19288,E01030246,78.8
19289,E01030248,104.6
19290,E01030249,65.4
19291,E01030250,53.0
19292,E01030264,44.7
19293,E01030265,71.3
19294,E01030255,26.6
19295,E01030263,17.1
19296,E01030270,28.1
19297,E01030289,19.1
19298,E01030290,38.5
19299,E01030233,32.5
19300,E01030235,18.8
19301,E01030268,28.7
19302,E01030269,20.5
19303,E01030288,30.8
19304,E01030247,16.3
19305,E01030254,88.7
19306,E01030256,47.2
19307,E01030258,30.2
19308,E01030276,46.4
19309,E01030257,33.8
19310,E01030274,25.0
19311,E01030275,31.3
19312,E01030287,38.9
19313,E01030291,55.8
19314,E01030234,44.6
19315,E01030236,22.7
19316,E01030237,4.3
19317,E01030238,42.6
19318,E01030223,26.4
19319,E01030224,13.4
19320,E01030225,3.8
19321,E01030227,43.4
19322,E01030228,15.9
19323,E01030226,36.7
19324,E01030286,0.4
19325,E01030292,15.2
19326,E01030293,1.5
19327,E01030294,3.7
19328,E01030239,62.6
19329,E01030251,5.0
19330,E01030252,2.8
19331,E01030253,4.3
19332,E01030272,21.7
19333,E01030273,32.7
19334,E01030230,7.3
19335,E01030231,11.0
19336,E01030232,2.6
19337,E01030285,0.3
19338,E01030282,4.1
19339,E01030283,1.3
19340,E01030284,11.6
19341,E01030295,0.4
19342,E01030229,0.5
19343,E01030243,11.3
19344,E01030244,9.5
19345,E01030245,11.3
19346,E01000907,133.4
19347,E01000908,90.3
19348,E01000909,70.6
19349,E01000912,17.7
19350,E01000913,10.6
19351,E01000893,29.7
19352,E01000894,62.7
19353,E01000895,166.2
19354,E01000896,112.0
19355,E01000899,15.4
19356,E01000910,113.1
19357,E01000911,177.0
19358,E01000921,158.0
19359,E01000923,174.9
19360,E01000928,66.6
19361,E01000878,84.5
19362,E01000879,82.2
19363,E01000880,78.6
19364,E01000884,59.9
19365,E01000885,48.8
19366,E01000871,54.3
19367,E01000872,129.5
19368,E01000873,134.3
19369,E01000874,182.1
19370,E01000877,142.4
19371,E01000886,140.2
19372,E01000887,148.7
19373,E01000888,170.4
19374,E01000892,150.7
19375,E01000903,141.2
19376,E01000889,142.4
19377,E01000890,214.9
19378,E01000891,203.0
19379,E01000901,186.5
19380,E01000922,81.0
19381,E01000927,172.8
19382,E01000881,102.2
19383,E01000882,124.1
19384,E01000883,94.4
19385,E01000897,80.7
19386,E01000898,101.4
19387,E01000866,139.5
19388,E01000870,133.6
19389,E01000924,166.5
19390,E01000925,188.8
19391,E01000926,193.8
19392,E01000969,121.8
19393,E01000970,209.3
19394,E01000971,184.1
19395,E01000972,143.5
19396,E01000973,80.0
19397,E01000842,137.3
19398,E01000844,155.6
19399,E01000848,157.2
19400,E01000849,201.9
19401,E01000900,181.2
19402,E01000902,172.5
19403,E01000904,182.0
19404,E01000905,237.7
19405,E01000906,111.3
19406,E01000875,141.4
19407,E01000876,149.7
19408,E01000931,129.8
19409,E01000932,278.1
19410,E01000974,148.7
19411,E01000843,201.4
19412,E01000845,124.1
19413,E01000846,181.5
19414,E01000847,171.2
19415,E01000864,157.5
19416,E01000865,138.5
19417,E01000867,198.8
19418,E01000868,172.3
19419,E01000869,184.3
19420,E01000962,167.1
19421,E01000964,125.0
19422,E01000965,141.6
19423,E01000966,116.0
19424,E01000968,184.7
19425,E01000960,156.2
19426,E01000961,133.2
19427,E01000963,99.8
19428,E01000967,37.9
19429,E01000857,178.2
19430,E01000858,85.4
19431,E01000859,164.0
19432,E01000860,63.5
19433,E01000862,100.7
19434,E01000856,138.6
19435,E01000861,138.1
19436,E01000957,148.2
19437,E01000958,93.5
19438,E01000959,228.1
19439,E01000929,171.3
19440,E01000930,164.4
19441,E01000933,153.3
19442,E01000934,185.9
19443,E01000935,227.9
19444,E01000863,91.8
19445,E01000946,31.0
19446,E01000947,125.3
19447,E01000948,88.3
19448,E01000952,198.7
19449,E01000953,27.2
19450,E01000954,298.4
19451,E01000955,249.6
19452,E01000956,96.5
19453,E01000944,325.2
19454,E01000945,67.1
19455,E01000949,262.5
19456,E01000950,210.8
19457,E01000951,319.1
19458,E01000936,207.1
19459,E01000938,214.7
19460,E01000939,155.6
19461,E01000940,232.0
19462,E01000853,278.3
19463,E01000937,119.8
19464,E01000941,283.4
19465,E01000942,289.2
19466,E01000943,150.6
19467,E01000850,86.7
19468,E01000851,178.5
19469,E01000852,127.4
19470,E01000854,97.1
19471,E01000915,206.1
19472,E01000916,121.9
19473,E01000917,249.7
19474,E01000920,143.7
19475,E01000855,55.0
19476,E01000914,39.4
19477,E01000918,124.3
19478,E01000919,131.8
19479,E01000001,112.9
19480,E01000002,62.9
19481,E01000003,227.7
19482,E01000005,52.0
19483,E01032739,6.3
19484,E01032740,17.2
19485,E01001808,144.7
19486,E01001809,173.3
19487,E01001814,145.6
19488,E01001823,117.0
19489,E01001825,150.5
19490,E01001714,99.1
19491,E01001811,177.2
19492,E01001813,127.8
19493,E01033701,74.1
19494,E01001799,149.2
19495,E01001802,123.5
19496,E01001804,137.9
19497,E01001807,154.1
19498,E01001812,70.7
19499,E01001725,202.0
19500,E01001726,267.7
19501,E01001800,188.3
19502,E01001824,70.3
19503,E01001826,154.3
19504,E01001723,164.5
19505,E01001724,190.5
19506,E01001727,179.9
19507,E01001768,179.4
19508,E01001769,129.1
19509,E01001715,172.7
19510,E01001716,164.1
19511,E01001717,125.1
19512,E01001718,172.0
19513,E01001719,179.1
19514,E01001720,172.4
19515,E01001742,144.7
19516,E01001801,112.6
19517,E01001803,113.6
19518,E01001806,47.5
19519,E01001741,171.5
19520,E01001805,81.8
19521,E01001829,160.8
19522,E01001831,151.5
19523,E01001832,158.7
19524,E01001764,160.6
19525,E01001765,136.6
19526,E01001767,151.4
19527,E01001770,134.2
19528,E01033703,215.6
19529,E01033713,51.4
19530,E01001792,101.5
19531,E01001793,105.2
19532,E01001794,149.7
19533,E01001795,144.2
19534,E01001796,179.4
19535,E01001736,184.6
19536,E01001737,183.8
19537,E01001738,193.0
19538,E01001739,171.3
19539,E01001786,16.1
19540,E01001787,71.5
19541,E01001788,138.2
19542,E01001790,243.7
19543,E01001740,181.0
19544,E01001747,150.2
19545,E01001830,184.5
19546,E01001833,184.6
19547,E01001834,216.5
19548,E01001835,170.6
19549,E01001733,125.4
19550,E01001785,164.0
19551,E01001789,179.8
19552,E01001791,147.4
19553,E01001745,200.4
19554,E01001746,337.3
19555,E01001757,344.8
19556,E01001758,167.1
19557,E01001759,175.0
19558,E01001761,166.0
19559,E01001731,132.6
19560,E01001734,135.6
19561,E01001760,121.6
19562,E01001762,124.0
19563,E01001846,22.4
19564,E01001847,106.9
19565,E01001848,109.1
19566,E01001849,47.7
19567,E01001729,158.4
19568,E01001730,147.0
19569,E01001732,265.1
19570,E01001735,122.3
19571,E01001838,253.4
19572,E01001850,254.6
19573,E01001748,130.4
19574,E01001749,161.2
19575,E01001763,151.2
19576,E01001816,119.2
19577,E01001819,116.0
19578,E01001744,139.0
19579,E01001750,126.1
19580,E01001751,100.7
19581,E01001756,132.9
19582,E01033698,208.8
19583,E01033699,129.2
19584,E01033700,142.4
19585,E01033707,125.9
19586,E01001836,141.6
19587,E01001840,154.3
19588,E01001841,103.0
19589,E01001844,128.9
19590,E01001845,140.7
19591,E01001837,133.6
19592,E01001839,205.5
19593,E01001842,246.0
19594,E01001843,167.9
19595,E01033704,74.5
19596,E01033712,97.2
19597,E01001772,159.5
19598,E01001774,116.6
19599,E01001775,140.1
19600,E01001815,162.8
19601,E01001820,172.5
19602,E01001821,212.5
19603,E01001752,180.5
19604,E01001753,218.1
19605,E01001754,194.5
19606,E01001755,175.6
19607,E01001773,168.1
19608,E01001776,141.6
19609,E01001779,175.8
19610,E01001781,110.2
19611,E01001782,168.3
19612,E01001783,309.0
19613,E01001777,152.7
19614,E01001780,166.4
19615,E01001784,299.1
19616,E01033706,114.0
19617,E01033708,44.8
19618,E01033709,190.2
19619,E01033711,143.3
19620,E01001798,169.8
19621,E01001828,185.0
19622,E01033702,119.2
19623,E01033705,88.5
19624,E01033710,274.0
19625,E01001722,191.7
19626,E01001728,220.5
19627,E01001822,212.5
19628,E01001827,111.7
19629,E01001874,21.1
19630,E01001875,109.8
19631,E01001876,24.9
19632,E01001877,10.7
19633,E01001878,120.5
19634,E01001955,82.6
19635,E01001957,222.3
19636,E01001958,368.1
19637,E01001961,221.2
19638,E01001954,173.9
19639,E01001956,118.6
19640,E01001959,89.2
19641,E01001960,233.0
19642,E01001943,43.9
19643,E01001944,260.6
19644,E01001945,152.1
19645,E01001946,132.2
19646,E01001862,193.4
19647,E01001940,197.7
19648,E01001941,116.0
19649,E01001942,201.2
19650,E01001858,143.7
19651,E01001860,204.7
19652,E01001861,199.5
19653,E01001863,184.5
19654,E01001864,212.4
19655,E01001852,237.7
19656,E01001853,186.5
19657,E01001854,262.0
19658,E01001857,209.5
19659,E01001859,236.8
19660,E01001865,143.9
19661,E01001927,75.0
19662,E01001930,72.9
19663,E01001895,183.4
19664,E01001896,184.3
19665,E01001897,152.0
19666,E01001929,147.7
19667,E01001851,164.7
19668,E01001855,218.4
19669,E01001856,202.5
19670,E01001869,57.4
19671,E01001873,235.0
19672,E01001928,92.0
19673,E01001931,220.0
19674,E01001932,90.5
19675,E01001933,72.8
19676,E01001866,105.3
19677,E01001867,154.9
19678,E01001868,224.2
19679,E01001870,190.9
19680,E01001871,122.4
19681,E01001872,228.3
19682,E01001893,158.7
19683,E01001894,84.5
19684,E01001898,55.6
19685,E01001899,110.6
19686,E01001900,131.1
19687,E01001889,96.7
19688,E01001910,188.5
19689,E01001913,141.9
19690,E01001914,256.4
19691,E01001885,238.5
19692,E01001908,378.7
19693,E01001909,207.3
19694,E01001911,112.7
19695,E01001912,168.4
19696,E01001886,160.9
19697,E01001887,139.7
19698,E01001890,139.1
19699,E01001892,192.4
19700,E01001880,118.1
19701,E01001881,142.8
19702,E01001882,223.3
19703,E01001883,112.3
19704,E01001884,228.4
19705,E01001888,165.2
19706,E01001891,116.7
19707,E01001917,134.1
19708,E01001918,145.4
19709,E01001919,113.9
19710,E01001879,183.5
19711,E01001901,192.3
19712,E01001902,234.0
19713,E01001903,149.5
19714,E01001920,91.8
19715,E01001921,156.4
19716,E01001922,84.1
19717,E01001923,130.8
19718,E01001924,162.4
19719,E01001947,262.8
19720,E01001948,175.0
19721,E01001949,192.4
19722,E01001950,148.1
19723,E01001951,156.7
19724,E01001953,148.0
19725,E01001904,112.5
19726,E01001905,198.6
19727,E01001906,230.2
19728,E01001907,195.1
19729,E01001935,190.8
19730,E01001939,71.4
19731,E01032788,94.9
19732,E01032789,384.9
19733,E01032790,141.5
19734,E01001915,35.0
19735,E01001916,38.8
19736,E01001926,160.7
19737,E01001952,167.5
19738,E01001925,114.7
19739,E01001934,89.1
19740,E01001937,93.9
19741,E01001938,145.9
19742,E01001969,131.1
19743,E01001971,158.6
19744,E01001974,124.8
19745,E01001975,146.9
19746,E01002036,94.4
19747,E01002037,23.0
19748,E01002039,213.2
19749,E01002040,139.2
19750,E01001962,34.2
19751,E01001970,93.7
19752,E01001972,80.3
19753,E01001973,56.3
19754,E01002090,70.9
19755,E01002093,78.7
19756,E01002096,89.3
19757,E01002097,156.0
19758,E01002091,86.6
19759,E01002092,82.2
19760,E01002094,61.5
19761,E01002095,58.0
19762,E01002098,68.9
19763,E01002101,93.1
19764,E01002102,59.1
19765,E01002105,156.5
19766,E01002099,133.2
19767,E01002100,135.0
19768,E01002103,108.4
19769,E01002104,84.6
19770,E01001963,35.6
19771,E01001964,25.1
19772,E01001965,131.7
19773,E01001966,29.3
19774,E01002027,139.3
19775,E01002028,147.4
19776,E01002032,172.2
19777,E01002033,155.6
19778,E01001976,157.4
19779,E01001977,174.4
19780,E01001978,144.1
19781,E01001979,112.3
19782,E01002074,160.0
19783,E01002077,147.2
19784,E01002079,156.4
19785,E01002081,127.2
19786,E01002082,78.4
19787,E01002086,67.2
19788,E01002088,88.0
19789,E01002089,327.6
19790,E01001967,94.2
19791,E01001968,129.9
19792,E01001996,66.5
19793,E01001997,82.8
19794,E01002075,47.6
19795,E01002076,173.8
19796,E01002078,77.7
19797,E01002080,25.3
19798,E01002026,137.7
19799,E01002029,73.3
19800,E01002030,58.9
19801,E01002031,137.6
19802,E01001991,135.1
19803,E01001992,42.7
19804,E01001993,61.2
19805,E01001995,57.7
19806,E01001980,179.2
19807,E01001981,181.0
19808,E01001982,174.6
19809,E01001983,165.5
19810,E01002083,93.6
19811,E01002084,53.1
19812,E01002085,166.1
19813,E01002087,141.1
19814,E01002014,101.3
19815,E01002015,122.4
19816,E01002018,116.9
19817,E01033085,113.9
19818,E01033086,180.9
19819,E01002020,53.4
19820,E01002022,94.1
19821,E01002023,90.3
19822,E01002025,43.0
19823,E01002013,115.9
19824,E01002019,52.0
19825,E01002021,79.8
19826,E01002024,85.2
19827,E01001998,132.5
19828,E01001999,136.7
19829,E01002003,97.4
19830,E01002004,159.1
19831,E01002067,117.2
19832,E01002069,121.3
19833,E01002070,126.0
19834,E01002073,158.8
19835,E01002066,93.6
19836,E01002068,61.3
19837,E01002071,149.8
19838,E01002072,102.8
19839,E01002043,185.5
19840,E01002045,157.9
19841,E01002046,101.8
19842,E01002049,150.6
19843,E01002042,60.4
19844,E01002044,193.2
19845,E01002047,164.4
19846,E01002048,159.9
19847,E01002016,115.9
19848,E01002017,132.2
19849,E01002059,71.2
19850,E01002060,140.2
19851,E01002050,174.0
19852,E01002051,137.4
19853,E01002052,94.4
19854,E01002055,173.4
19855,E01001994,52.5
19856,E01002008,24.4
19857,E01002010,27.8
19858,E01002011,26.5
19859,E01002000,104.9
19860,E01002001,156.3
19861,E01002002,27.7
19862,E01002058,109.4
19863,E01002053,121.9
19864,E01002054,208.9
19865,E01002056,92.6
19866,E01002057,99.7
19867,E01001984,79.8
19868,E01001985,89.8
19869,E01001987,60.5
19870,E01001989,60.1
19871,E01001986,121.2
19872,E01001988,102.2
19873,E01001990,140.6
19874,E01002062,94.4
19875,E01002005,179.2
19876,E01002006,145.4
19877,E01002007,99.5
19878,E01002009,72.5
19879,E01002061,100.8
19880,E01002063,112.5
19881,E01002064,162.3
19882,E01002065,124.2
19883,E01002034,65.8
19884,E01002038,119.1
19885,E01002041,148.3
19886,E01032575,131.8
19887,E01002755,135.2
19888,E01002756,115.6
19889,E01002758,132.0
19890,E01002804,151.6
19891,E01002807,188.3
19892,E01002811,151.3
19893,E01002753,175.6
19894,E01002754,122.5
19895,E01002757,157.5
19896,E01002759,154.9
19897,E01002760,170.7
19898,E01002772,177.7
19899,E01002735,151.8
19900,E01002805,122.5
19901,E01002806,142.5
19902,E01002808,145.4
19903,E01002809,184.5
19904,E01002810,200.0
19905,E01002768,154.7
19906,E01002770,73.5
19907,E01002771,123.8
19908,E01002773,143.5
19909,E01002774,118.1
19910,E01002732,136.2
19911,E01002734,143.6
19912,E01002736,215.8
19913,E01002737,254.5
19914,E01002751,230.8
19915,E01002742,146.2
19916,E01002747,159.2
19917,E01002748,103.8
19918,E01002749,158.2
19919,E01033493,359.4
19920,E01033494,140.5
19921,E01002730,126.2
19922,E01002731,141.3
19923,E01002733,156.6
19924,E01002763,145.6
19925,E01002769,95.5
19926,E01002785,138.4
19927,E01002788,151.0
19928,E01002789,140.2
19929,E01002738,69.9
19930,E01002741,142.2
19931,E01002743,171.8
19932,E01002744,145.7
19933,E01002752,168.7
19934,E01002764,134.2
19935,E01002783,151.4
19936,E01002784,138.8
19937,E01002786,165.9
19938,E01002787,146.1
19939,E01002762,121.7
19940,E01002767,171.9
19941,E01033486,155.3
19942,E01033487,502.5
19943,E01033488,119.8
19944,E01033491,89.6
19945,E01033492,90.2
19946,E01002777,138.0
19947,E01002778,170.2
19948,E01002779,171.1
19949,E01002781,148.0
19950,E01002782,174.0
19951,E01002739,156.3
19952,E01002740,82.3
19953,E01002745,137.5
19954,E01002795,113.4
19955,E01002796,133.4
19956,E01002716,176.1
19957,E01002718,167.4
19958,E01002721,137.5
19959,E01002775,120.8
19960,E01002776,143.3
19961,E01002780,207.6
19962,E01002708,58.7
19963,E01002712,155.1
19964,E01002713,108.8
19965,E01002765,147.1
19966,E01002766,131.2
19967,E01002717,105.7
19968,E01002719,102.1
19969,E01002720,230.6
19970,E01002790,181.9
19971,E01002791,107.6
19972,E01002793,178.7
19973,E01002698,187.4
19974,E01002699,164.7
19975,E01002700,82.2
19976,E01002714,148.3
19977,E01002792,177.5
19978,E01002722,153.9
19979,E01002797,171.7
19980,E01002798,142.4
19981,E01002799,217.4
19982,E01002800,128.9
19983,E01002694,217.9
19984,E01002697,188.5
19985,E01002709,219.0
19986,E01002710,120.5
19987,E01002715,261.4
19988,E01002696,122.5
19989,E01002794,97.7
19990,E01002801,145.1
19991,E01002802,134.7
19992,E01002803,114.9
19993,E01002695,144.5
19994,E01002711,128.1
19995,E01002727,140.2
19996,E01002728,179.7
19997,E01002729,121.0
19998,E01002707,145.2
19999,E01002723,149.2
20000,E01002724,74.7
20001,E01002725,236.7
20002,E01002726,100.4
20003,E01033489,194.1
20004,E01033490,141.0
20005,E01002701,190.8
20006,E01002702,169.1
20007,E01002703,189.9
20008,E01002704,65.6
20009,E01002706,148.0
20010,E01002852,37.2
20011,E01002853,172.4
20012,E01002854,87.2
20013,E01002855,163.2
20014,E01002857,224.8
20015,E01002904,118.0
20016,E01002905,93.1
20017,E01002906,86.8
20018,E01002907,264.6
20019,E01002876,138.8
20020,E01002877,101.8
20021,E01002878,133.4
20022,E01002908,144.3
20023,E01002909,216.9
20024,E01002829,252.8
20025,E01002830,238.3
20026,E01002831,179.2
20027,E01002832,225.0
20028,E01002856,223.1
20029,E01002870,109.7
20030,E01002872,149.4
20031,E01002879,179.8
20032,E01002880,238.4
20033,E01002881,238.6
20034,E01002882,112.8
20035,E01002883,158.7
20036,E01002884,182.4
20037,E01002885,284.8
20038,E01002886,125.9
20039,E01002833,201.7
20040,E01002871,128.9
20041,E01002873,102.4
20042,E01002874,173.6
20043,E01002875,86.9
20044,E01002824,100.5
20045,E01002825,101.3
20046,E01002826,70.5
20047,E01002827,72.6
20048,E01002828,138.6
20049,E01002864,50.5
20050,E01002866,110.8
20051,E01002867,187.1
20052,E01002868,67.2
20053,E01002869,148.6
20054,E01002887,182.2
20055,E01002889,106.9
20056,E01002890,115.6
20057,E01002891,146.4
20058,E01002892,249.8
20059,E01002813,159.6
20060,E01002815,222.5
20061,E01002816,228.1
20062,E01002817,101.3
20063,E01002865,105.6
20064,E01002818,105.9
20065,E01002819,74.0
20066,E01002859,127.0
20067,E01002860,135.1
20068,E01002863,116.0
20069,E01002812,210.0
20070,E01002834,229.9
20071,E01002839,248.5
20072,E01002850,194.5
20073,E01002888,261.1
20074,E01002821,74.6
20075,E01002823,170.3
20076,E01002858,213.3
20077,E01002861,165.0
20078,E01002862,351.5
20079,E01002814,133.7
20080,E01002847,221.8
20081,E01002848,191.5
20082,E01002851,272.3
20083,E01002820,74.1
20084,E01002822,108.6
20085,E01002835,103.2
20086,E01002836,192.5
20087,E01002837,211.4
20088,E01002846,124.5
20089,E01002849,235.0
20090,E01002893,181.1
20091,E01002894,137.9
20092,E01002898,125.4
20093,E01002899,181.9
20094,E01002900,112.2
20095,E01002901,38.7
20096,E01002902,123.3
20097,E01002903,136.8
20098,E01002844,110.8
20099,E01002845,193.2
20100,E01002910,97.5
20101,E01002911,136.7
20102,E01002914,87.8
20103,E01002838,234.7
20104,E01002895,128.0
20105,E01002896,154.1
20106,E01002897,91.8
20107,E01002912,150.8
20108,E01002840,155.4
20109,E01002841,122.8
20110,E01002842,684.7
20111,E01002843,183.1
20112,E01002913,173.6
20113,E01003015,166.9
20114,E01003108,194.1
20115,E01003110,124.3
20116,E01003111,208.2
20117,E01003112,101.1
20118,E01003101,135.3
20119,E01003105,174.6
20120,E01003106,164.9
20121,E01003107,147.6
20122,E01003109,84.7
20123,E01003102,104.8
20124,E01003104,196.6
20125,E01003122,175.7
20126,E01003129,212.8
20127,E01033207,70.7
20128,E01033208,344.6
20129,E01003098,194.0
20130,E01003099,52.3
20131,E01003100,191.1
20132,E01003180,107.1
20133,E01003183,98.7
20134,E01003097,170.3
20135,E01003121,262.8
20136,E01003123,103.0
20137,E01003124,177.6
20138,E01003125,241.7
20139,E01003181,181.1
20140,E01003184,253.9
20141,E01003185,188.1
20142,E01003186,93.4
20143,E01003187,104.9
20144,E01003089,141.3
20145,E01003091,207.3
20146,E01003092,113.3
20147,E01003126,156.5
20148,E01003128,173.1
20149,E01003046,183.6
20150,E01003048,145.3
20151,E01003075,209.1
20152,E01003182,100.9
20153,E01003188,165.6
20154,E01003088,192.5
20155,E01003093,322.6
20156,E01003094,189.3
20157,E01003096,145.0
20158,E01003127,132.0
20159,E01003045,172.6
20160,E01003047,90.1
20161,E01003049,142.4
20162,E01003059,211.1
20163,E01003060,182.9
20164,E01003061,156.9
20165,E01003034,152.7
20166,E01003035,132.4
20167,E01003036,142.2
20168,E01003090,161.4
20169,E01003095,118.7
20170,E01003037,121.3
20171,E01003038,113.3
20172,E01003039,110.5
20173,E01003040,85.4
20174,E01003042,109.0
