,LSOA,population_per_hectare
10698,E01025805,18.2
10699,E01025795,43.1
10700,E01025796,23.1
10701,E01025801,41.5
10702,E01025806,40.3
10703,E01025798,7.7
10704,E01025799,13.6
10705,E01025800,41.3
10706,E01025804,33.5
10707,E01025807,42.0
10708,E01025790,28.1
10709,E01025791,4.2
10710,E01025792,10.7
10711,E01025793,9.2
10712,E01025812,2.3
10713,E01025813,5.9
10714,E01025814,2.0
10715,E01032598,4.0
10716,E01025868,20.2
10717,E01025869,40.0
10718,E01025870,4.7
10719,E01025871,1.1
10720,E01025878,1.5
10721,E01025846,31.0
10722,E01025847,21.1
10723,E01025848,2.4
10724,E01025845,31.3
10725,E01025877,5.2
10726,E01025879,2.8
10727,E01025880,13.7
10728,E01025819,1.1
10729,E01025820,5.6
10730,E01025837,0.7
10731,E01025838,1.6
10732,E01025882,0.4
10733,E01025872,4.0
10734,E01025873,0.7
10735,E01025874,11.9
10736,E01025875,3.5
10737,E01025876,1.7
10738,E01025839,45.8
10739,E01025840,29.0
10740,E01025841,5.5
10741,E01025842,7.4
10742,E01025843,13.8
10743,E01025844,28.7
10744,E01025821,35.9
10745,E01025822,50.7
10746,E01025823,26.5
10747,E01025824,10.7
10748,E01025825,3.7
10749,E01025826,7.5
10750,E01025817,2.4
10751,E01025818,0.4
10752,E01025864,4.6
10753,E01025881,0.9
10754,E01025859,20.5
10755,E01025860,9.7
10756,E01025861,33.3
10757,E01025862,8.2
10758,E01025850,52.7
10759,E01025852,34.8
10760,E01025858,44.7
10761,E01025863,47.3
10762,E01025865,63.9
10763,E01025853,10.2
10764,E01025854,48.1
10765,E01025855,44.0
10766,E01025866,35.8
10767,E01025867,51.7
10768,E01025849,29.9
10769,E01025851,35.7
10770,E01025856,45.4
10771,E01025857,54.3
10772,E01025827,28.3
10773,E01025828,7.4
10774,E01025829,40.8
10775,E01025830,23.9
10776,E01025831,58.2
10777,E01025832,11.0
10778,E01025833,3.4
10779,E01025834,21.5
10780,E01025835,8.5
10781,E01025836,59.7
10782,E01025885,0.7
10783,E01025886,7.9
10784,E01025887,0.2
10785,E01025890,0.7
10786,E01025891,0.9
10787,E01025892,0.6
10788,E01025901,10.8
10789,E01025902,8.7
10790,E01025903,11.7
10791,E01025904,6.7
10792,E01025906,48.0
10793,E01025883,4.9
10794,E01025884,2.3
10795,E01025888,0.4
10796,E01025909,0.6
10797,E01025896,5.1
10798,E01025897,22.0
10799,E01025898,5.6
10800,E01025899,26.6
10801,E01025900,20.0
10802,E01025905,59.9
10803,E01025893,9.0
10804,E01025894,15.7
10805,E01025895,19.0
10806,E01025907,10.2
10807,E01025908,20.6
10808,E01025889,0.4
10809,E01025910,0.4
10810,E01025911,0.5
10811,E01025912,0.2
10812,E01025924,0.6
10813,E01025925,1.5
10814,E01025926,2.6
10815,E01025927,4.4
10816,E01025928,41.7
10817,E01025923,0.8
10818,E01025944,0.9
10819,E01025945,17.5
10820,E01025946,5.3
10821,E01025915,22.9
10822,E01025916,27.1
10823,E01025917,2.3
10824,E01025918,45.5
10825,E01025960,28.7
10826,E01025961,11.1
10827,E01025962,19.2
10828,E01025965,2.7
10829,E01025955,0.9
10830,E01025956,2.7
10831,E01025963,1.2
10832,E01025964,1.0
10833,E01025914,11.8
10834,E01025919,9.9
10835,E01025920,15.8
10836,E01025921,2.7
10837,E01025966,10.0
10838,E01025967,8.5
10839,E01025968,27.1
10840,E01025969,16.8
10841,E01025950,3.1
10842,E01025951,4.0
10843,E01025952,4.6
10844,E01025953,4.0
10845,E01025954,3.3
10846,E01025932,47.7
10847,E01025933,48.8
10848,E01025934,1.1
10849,E01025935,14.5
10850,E01025936,21.9
10851,E01025929,39.0
10852,E01025930,18.1
10853,E01025931,57.7
10854,E01025957,20.8
10855,E01025937,8.2
10856,E01025958,21.6
10857,E01025959,10.0
10858,E01033102,3.1
10859,E01033103,23.9
10860,E01025913,0.6
10861,E01025947,6.3
10862,E01025948,5.1
10863,E01025949,21.1
10864,E01025938,5.7
10865,E01025939,4.7
10866,E01025940,3.3
10867,E01025941,2.9
10868,E01025942,19.8
10869,E01025943,6.7
10870,E01025970,12.7
10871,E01025971,46.0
10872,E01025972,20.4
10873,E01025976,28.9
10874,E01025977,11.4
10875,E01025978,45.0
10876,E01025992,32.4
10877,E01025994,25.3
10878,E01025997,63.0
10879,E01025999,50.0
10880,E01026005,64.6
10881,E01025985,26.5
10882,E01025986,46.2
10883,E01025987,30.5
10884,E01025988,15.0
10885,E01025989,20.3
10886,E01025990,29.6
10887,E01025991,10.4
10888,E01025993,54.0
10889,E01025998,4.5
10890,E01026000,26.2
10891,E01026001,46.8
10892,E01025995,43.3
10893,E01026003,41.9
10894,E01026004,44.1
10895,E01032600,53.9
10896,E01032601,57.8
10897,E01025973,22.2
10898,E01025974,36.9
10899,E01025975,14.2
10900,E01025979,63.2
10901,E01025980,23.9
10902,E01025981,45.0
10903,E01025982,17.2
10904,E01025983,53.7
10905,E01025984,42.2
10906,E01026007,1.6
10907,E01026008,0.7
10908,E01026009,0.5
10909,E01026023,0.5
10910,E01026024,0.8
10911,E01026010,35.7
10912,E01026011,21.7
10913,E01026030,51.2
10914,E01026032,50.3
10915,E01026037,43.5
10916,E01026006,35.5
10917,E01026021,17.3
10918,E01026025,23.5
10919,E01026036,29.5
10920,E01026012,22.3
10921,E01026015,20.2
10922,E01026026,47.3
10923,E01026027,41.8
10924,E01026028,50.9
10925,E01026016,0.7
10926,E01026033,0.3
10927,E01026034,1.7
10928,E01026017,0.6
10929,E01026018,0.6
10930,E01026019,1.8
10931,E01026020,2.9
10932,E01026041,7.7
10933,E01026013,1.9
10934,E01026014,1.7
10935,E01026022,4.0
10936,E01026038,8.4
10937,E01026040,1.5
10938,E01026029,9.5
10939,E01026031,35.6
10940,E01026035,17.2
10941,E01026039,2.2
10942,E01026045,0.3
10943,E01026061,5.8
10944,E01026062,3.9
10945,E01026063,13.6
10946,E01026080,0.5
10947,E01026106,8.1
10948,E01026107,0.4
10949,E01026058,0.8
10950,E01026076,0.4
10951,E01026079,0.5
10952,E01026077,3.7
10953,E01026078,35.9
10954,E01026087,34.8
10955,E01026088,38.6
10956,E01026090,12.1
10957,E01026091,10.4
10958,E01026108,47.1
10959,E01026081,37.9
10960,E01026089,5.9
10961,E01032986,32.2
10962,E01032987,43.9
10963,E01026072,6.7
10964,E01026073,30.3
10965,E01026074,2.8
10966,E01026099,0.3
10967,E01026103,7.6
10968,E01026104,5.2
10969,E01026109,2.6
10970,E01026071,0.2
10971,E01026082,0.2
10972,E01026121,0.5
10973,E01026042,2.3
10974,E01026043,9.4
10975,E01026044,0.4
10976,E01026113,0.3
10977,E01026117,0.2
10978,E01026060,0.4
10979,E01026068,0.2
10980,E01026070,0.1
10981,E01026105,0.2
10982,E01026048,6.1
10983,E01026049,0.7
10984,E01026050,12.6
10985,E01026069,1.5
10986,E01026064,7.8
10987,E01026065,11.2
10988,E01026066,2.7
10989,E01026067,23.4
10990,E01026084,22.2
10991,E01026085,7.5
10992,E01026115,5.3
10993,E01026116,19.1
10994,E01026046,0.7
10995,E01026047,5.8
10996,E01026055,0.4
10997,E01026059,0.6
10998,E01026100,6.3
10999,E01026101,5.9
11000,E01026092,27.6
11001,E01026093,24.2
11002,E01026095,20.2
11003,E01026114,29.7
11004,E01026083,18.9
11005,E01026094,7.1
11006,E01026096,7.9
11007,E01026097,16.4
11008,E01026051,2.2
11009,E01026052,1.8
11010,E01026053,1.2
11011,E01026054,11.5
11012,E01026118,1.7
11013,E01026119,1.3
11014,E01026120,9.3
11015,E01026056,0.3
11016,E01026110,0.8
11017,E01026111,0.4
11018,E01026112,0.5
11019,E01026057,0.3
11020,E01026075,0.3
11021,E01026098,0.9
11022,E01026102,0.4
11023,E01026149,50.5
11024,E01026150,42.6
11025,E01026166,45.9
11026,E01026168,59.0
11027,E01026153,46.3
11028,E01026155,49.5
11029,E01026157,39.1
11030,E01026165,22.7
11031,E01026125,26.1
11032,E01026144,22.1
11033,E01026147,6.7
11034,E01026148,64.4
11035,E01026151,33.1
11036,E01026164,29.0
11037,E01026167,23.0
11038,E01026122,39.6
11039,E01026123,10.7
11040,E01026124,38.5
11041,E01026126,59.8
11042,E01026152,69.5
11043,E01026154,46.1
11044,E01026156,55.8
11045,E01026132,25.4
11046,E01026143,57.5
11047,E01026145,65.6
11048,E01026146,124.0
11049,E01026134,81.1
11050,E01026176,7.6
11051,E01026177,154.6
11052,E01026178,18.5
11053,E01026127,70.5
11054,E01026128,28.0
11055,E01026129,39.0
11056,E01026131,45.8
11057,E01026133,18.6
11058,E01026135,21.7
11059,E01026136,5.7
11060,E01026174,20.5
11061,E01026130,24.2
11062,E01026158,17.7
11063,E01026159,48.5
11064,E01026160,41.5
11065,E01026162,13.5
11066,E01026163,19.4
11067,E01026161,44.3
11068,E01026170,30.0
11069,E01026172,57.6
11070,E01026173,41.6
11071,E01026175,57.7
11072,E01026137,62.9
11073,E01026138,33.1
11074,E01026139,18.0
11075,E01026140,58.3
11076,E01026141,28.8
11077,E01026142,38.9
11078,E01026169,30.5
11079,E01026171,27.0
11080,E01026186,5.8
11081,E01026187,12.7
11082,E01026189,11.3
11083,E01026203,1.6
11084,E01026204,31.4
11085,E01026206,17.5
11086,E01026182,1.2
11087,E01026193,0.5
11088,E01026199,0.5
11089,E01026225,1.5
11090,E01026226,6.5
11091,E01032990,3.1
11092,E01032994,0.7
11093,E01026184,3.3
11094,E01026185,4.1
11095,E01026188,30.4
11096,E01026190,1.2
11097,E01026237,22.1
11098,E01026238,4.7
11099,E01026191,0.6
11100,E01026205,1.0
11101,E01026211,0.4
11102,E01026212,1.2
11103,E01026213,25.2
11104,E01026192,0.4
11105,E01026194,2.8
11106,E01026195,0.5
11107,E01026196,0.4
11108,E01026180,0.4
11109,E01026183,1.1
11110,E01026210,0.3
11111,E01026224,1.9
11112,E01026179,0.6
11113,E01026197,0.4
11114,E01026198,2.9
11115,E01026223,6.9
11116,E01026209,0.6
11117,E01026221,0.2
11118,E01026222,4.7
11119,E01026227,41.0
11120,E01026230,4.2
11121,E01026231,6.9
11122,E01026232,15.3
11123,E01026235,35.9
11124,E01026228,19.7
11125,E01026229,4.7
11126,E01026233,38.5
11127,E01026234,8.0
11128,E01026236,7.4
11129,E01026200,0.8
11130,E01026201,0.4
11131,E01026202,13.2
11132,E01026207,0.3
11133,E01026208,0.4
11134,E01026220,19.0
11135,E01032988,8.8
11136,E01032989,35.1
11137,E01032993,26.5
11138,E01026214,47.7
11139,E01026215,36.5
11140,E01026218,18.0
11141,E01026219,50.6
11142,E01032991,4.8
11143,E01032992,11.7
11144,E01026242,0.7
11145,E01026243,4.9
11146,E01026244,0.8
11147,E01026247,1.2
11148,E01026276,0.7
11149,E01026246,0.5
11150,E01026248,0.3
11151,E01026257,4.8
11152,E01026250,35.9
11153,E01026251,14.3
11154,E01026252,12.6
11155,E01026253,20.1
11156,E01026281,0.6
11157,E01026282,0.8
11158,E01026283,0.7
11159,E01026285,0.6
11160,E01026286,1.1
11161,E01026241,0.3
11162,E01026258,1.5
11163,E01026259,0.4
11164,E01026260,5.1
11165,E01026266,38.1
11166,E01026273,34.2
11167,E01026274,20.7
11168,E01026275,45.4
11169,E01032995,22.1
11170,E01032996,7.6
11171,E01026268,2.3
11172,E01026269,16.6
11173,E01026270,2.9
11174,E01026271,56.0
11175,E01026272,36.5
11176,E01026254,0.8
11177,E01026255,8.3
11178,E01026256,0.9
11179,E01026277,16.3
11180,E01026278,0.4
11181,E01026279,2.7
11182,E01026262,3.3
11183,E01026263,15.1
11184,E01026264,55.2
11185,E01026265,4.5
11186,E01026267,48.6
11187,E01026245,0.8
11188,E01026249,0.6
11189,E01026280,0.6
11190,E01026239,0.3
11191,E01026240,16.2
11192,E01026284,1.1
11193,E01026313,0.4
11194,E01026314,7.4
11195,E01026329,0.6
11196,E01026333,0.5
11197,E01026291,1.4
11198,E01026340,2.0
11199,E01026355,0.7
11200,E01026365,0.5
11201,E01026325,44.4
11202,E01026326,30.9
11203,E01026327,33.3
11204,E01026328,40.2
11205,E01026352,21.3
11206,E01026353,32.9
11207,E01026354,35.5
11208,E01026320,14.6
11209,E01026321,36.5
11210,E01026322,37.4
11211,E01026323,21.5
11212,E01026324,24.3
11213,E01026308,12.1
11214,E01026309,42.9
11215,E01026310,55.3
11216,E01026311,67.8
11217,E01026312,74.6
11218,E01026317,26.7
11219,E01026318,31.7
11220,E01026319,7.1
11221,E01026343,39.0
11222,E01026344,17.4
11223,E01026345,13.7
11224,E01026292,50.6
11225,E01026293,1.4
11226,E01026294,34.3
11227,E01026316,0.2
11228,E01026332,0.3
11229,E01026290,0.3
11230,E01026341,2.6
11231,E01026342,0.6
11232,E01026361,0.8
11233,E01026315,0.4
11234,E01026331,0.4
11235,E01026338,0.4
11236,E01026339,2.2
11237,E01026299,43.4
11238,E01026300,3.1
11239,E01026301,6.1
11240,E01026302,46.9
11241,E01026296,0.6
11242,E01026297,32.4
11243,E01026298,6.4
11244,E01032997,12.7
11245,E01032998,37.3
11246,E01032999,23.9
11247,E01026330,0.3
11248,E01026360,1.4
11249,E01026362,1.6
11250,E01026363,0.6
11251,E01026364,1.2
11252,E01026334,3.0
11253,E01026335,32.5
11254,E01026336,2.5
11255,E01026337,29.1
11256,E01026303,59.1
11257,E01026304,1.1
11258,E01026305,22.6
11259,E01026306,15.3
11260,E01026307,34.3
11261,E01026287,40.2
11262,E01026288,62.5
11263,E01026289,40.7
11264,E01026346,15.9
11265,E01026347,42.6
11266,E01026348,21.3
11267,E01026349,43.8
11268,E01026350,10.1
11269,E01026351,34.8
11270,E01026356,32.4
11271,E01026357,53.9
11272,E01026358,44.0
11273,E01026359,9.2
11274,E01026367,0.3
11275,E01026368,4.0
11276,E01026387,0.3
11277,E01026416,0.3
11278,E01032683,0.6
11279,E01026380,21.2
11280,E01026401,0.8
11281,E01026402,2.4
11282,E01026403,0.3
11283,E01026407,0.5
11284,E01026408,3.9
11285,E01026389,23.6
11286,E01026390,1.1
11287,E01026391,0.3
11288,E01026392,0.4
11289,E01026415,0.2
11290,E01026378,59.7
11291,E01026379,22.0
11292,E01026381,31.4
11293,E01026382,4.7
11294,E01026383,48.9
11295,E01026384,31.6
11296,E01026385,0.2
11297,E01026386,0.4
11298,E01026399,0.4
11299,E01026411,0.3
11300,E01026374,22.8
11301,E01026375,15.6
11302,E01026376,22.6
11303,E01026377,44.6
11304,E01026388,0.8
11305,E01026404,0.7
11306,E01026409,0.6
11307,E01026410,0.7
11308,E01026372,0.8
11309,E01026412,1.7
11310,E01026413,34.3
11311,E01026414,0.3
11312,E01026396,18.6
11313,E01026397,0.6
11314,E01026398,1.8
11315,E01026400,0.6
11316,E01026393,3.5
11317,E01026394,1.1
11318,E01026395,13.5
11319,E01026405,1.2
11320,E01026406,7.4
11321,E01026366,0.6
11322,E01026369,3.6
11323,E01026370,6.0
11324,E01026371,2.5
11325,E01026373,0.4
11326,E01026971,41.8
11327,E01026979,0.8
11328,E01026980,0.8
11329,E01026982,9.4
11330,E01026969,27.5
11331,E01026970,60.8
11332,E01026972,57.7
11333,E01026976,58.6
11334,E01026981,22.5
11335,E01026983,75.5
11336,E01026957,5.1
11337,E01026958,4.3
11338,E01026977,1.8
11339,E01026978,1.6
11340,E01026962,60.9
11341,E01026973,36.1
11342,E01026974,34.1
11343,E01026975,46.3
11344,E01026984,44.3
11345,E01026985,23.2
11346,E01026949,14.2
11347,E01026950,44.7
11348,E01026951,50.1
11349,E01026952,24.1
11350,E01026959,59.2
11351,E01026960,59.3
11352,E01026961,33.1
11353,E01026965,44.9
11354,E01026966,19.7
11355,E01026967,45.8
11356,E01026968,52.6
11357,E01026953,26.2
11358,E01026954,60.5
11359,E01026955,12.0
11360,E01026956,20.4
11361,E01026963,50.3
11362,E01032963,34.1
11363,E01032964,48.7
11364,E01032965,40.4
11365,E01032966,42.4
11366,E01032967,29.5
11367,E01027005,0.4
11368,E01027026,0.4
11369,E01027030,0.4
11370,E01027000,4.6
11371,E01027001,3.9
11372,E01027002,0.4
11373,E01027003,46.5
11374,E01027022,0.7
11375,E01026994,0.4
11376,E01026999,1.3
11377,E01027006,0.9
11378,E01032968,1.9
11379,E01026998,0.5
11380,E01027015,5.9
11381,E01027016,1.0
11382,E01027021,0.5
11383,E01027027,1.2
11384,E01026997,1.6
11385,E01027018,1.7
11386,E01027019,2.2
11387,E01027020,10.6
11388,E01027023,0.7
11389,E01026987,20.0
11390,E01026989,46.0
11391,E01026990,11.7
11392,E01027012,9.6
11393,E01027014,18.0
11394,E01026986,40.1
11395,E01026988,56.8
11396,E01026991,24.2
11397,E01026992,37.7
11398,E01027010,22.4
11399,E01027007,10.8
11400,E01027008,29.6
11401,E01027009,8.4
11402,E01027013,8.8
11403,E01027011,0.6
11404,E01027017,1.1
11405,E01027024,0.6
11406,E01027025,9.1
11407,E01026993,0.5
11408,E01027004,0.5
11409,E01027028,0.8
11410,E01027029,6.7
11411,E01027033,0.5
11412,E01027043,0.3
11413,E01027050,0.4
11414,E01027031,0.3
11415,E01027044,0.4
11416,E01027046,9.9
11417,E01027047,25.3
11418,E01027048,4.2
11419,E01027049,5.0
11420,E01027032,0.4
11421,E01027045,0.3
11422,E01027075,15.6
11423,E01027076,22.7
11424,E01027077,5.9
11425,E01027057,1.1
11426,E01027074,1.6
11427,E01027078,1.1
11428,E01027051,38.2
11429,E01027052,32.9
11430,E01027053,1.2
11431,E01027054,4.9
11432,E01027055,17.1
11433,E01027056,19.9
11434,E01027038,2.8
11435,E01027039,8.1
11436,E01027040,54.4
11437,E01027041,21.5
11438,E01027042,6.9
11439,E01027034,14.2
11440,E01027035,0.8
11441,E01027037,19.8
11442,E01033244,31.8
11443,E01033245,54.7
11444,E01027061,13.1
11445,E01027062,42.7
11446,E01027063,6.2
11447,E01027064,25.4
11448,E01027072,59.9
11449,E01027073,54.1
11450,E01027058,6.5
11451,E01027059,64.1
11452,E01027060,51.5
11453,E01027065,55.3
11454,E01027069,51.4
11455,E01027066,5.4
11456,E01027067,29.0
11457,E01027068,46.2
11458,E01027070,54.2
11459,E01027071,69.9
11460,E01027090,0.3
11461,E01027103,0.8
11462,E01027129,0.4
11463,E01027094,7.2
11464,E01027095,6.5
11465,E01027107,33.4
11466,E01027108,26.2
11467,E01027109,12.4
11468,E01032969,11.3
11469,E01032970,7.4
11470,E01032971,44.2
11471,E01027123,6.1
11472,E01027124,4.6
11473,E01027125,4.7
11474,E01027126,8.2
11475,E01027079,55.4
11476,E01027080,63.1
11477,E01027087,59.0
11478,E01027088,34.3
11479,E01027089,37.4
11480,E01027081,64.1
11481,E01027082,74.7
11482,E01027083,28.4
11483,E01027127,26.8
11484,E01027128,30.3
11485,E01027105,75.6
11486,E01027106,108.7
11487,E01027111,73.9
11488,E01027112,71.0
11489,E01027104,46.3
11490,E01027110,30.0
11491,E01027113,49.2
11492,E01027115,11.8
11493,E01027116,28.8
11494,E01027117,9.7
11495,E01027096,25.8
11496,E01027097,12.3
11497,E01027098,43.4
11498,E01027099,23.5
11499,E01027122,29.3
11500,E01027100,44.8
11501,E01027114,37.1
11502,E01027130,21.1
11503,E01027131,12.1
11504,E01027084,23.4
11505,E01027085,14.0
11506,E01027086,34.7
11507,E01027120,64.1
11508,E01027121,12.6
11509,E01027091,9.5
11510,E01027092,13.8
11511,E01027101,3.2
11512,E01027102,26.6
11513,E01027119,1.0
11514,E01032972,1.3
11515,E01032973,19.9
11516,E01032974,0.6
11517,E01027145,43.1
11518,E01027148,41.9
11519,E01027149,59.5
11520,E01027232,30.5
11521,E01027218,9.2
11522,E01027219,32.1
11523,E01027221,19.2
11524,E01027222,46.8
11525,E01027143,38.1
11526,E01027144,42.3
11527,E01027146,37.8
11528,E01027147,40.7
11529,E01027195,36.4
11530,E01027245,33.3
11531,E01027247,45.3
11532,E01027248,22.1
11533,E01027249,62.4
11534,E01027174,31.7
11535,E01027175,55.6
11536,E01027178,65.9
11537,E01027200,45.3
11538,E01027246,46.3
11539,E01027171,36.7
11540,E01027172,45.1
11541,E01027182,28.2
11542,E01027183,24.4
11543,E01027196,39.9
11544,E01027197,55.1
11545,E01027198,27.8
11546,E01027199,50.4
11547,E01027190,20.1
11548,E01027191,32.0
11549,E01027193,24.9
11550,E01027194,43.8
11551,E01027192,86.0
11552,E01027229,58.0
11553,E01027230,84.3
11554,E01027231,27.6
11555,E01027179,60.2
11556,E01027180,40.8
11557,E01027181,32.8
11558,E01027140,3.7
11559,E01027142,34.5
11560,E01027176,47.2
11561,E01027177,50.9
11562,E01027168,45.6
11563,E01027169,66.2
11564,E01027170,75.2
11565,E01027173,61.7
11566,E01027136,84.3
11567,E01027186,81.4
11568,E01027188,41.0
11569,E01027220,33.6
11570,E01027208,44.7
11571,E01027209,66.8
11572,E01027211,53.2
11573,E01027212,60.2
11574,E01027184,74.5
11575,E01027185,47.1
11576,E01027187,18.0
11577,E01027189,70.9
11578,E01027137,64.2
11579,E01027138,32.6
11580,E01027139,24.7
11581,E01027141,23.0
11582,E01027259,39.0
11583,E01027239,43.8
11584,E01027241,72.8
11585,E01027242,27.2
11586,E01027243,12.0
11587,E01027244,59.4
11588,E01027213,52.3
11589,E01027214,40.3
11590,E01027216,29.7
11591,E01027240,6.2
11592,E01027207,36.9
11593,E01027210,54.5
11594,E01027215,28.0
11595,E01027217,33.2
11596,E01027255,28.0
11597,E01027256,16.5
11598,E01027258,29.9
11599,E01027260,22.3
11600,E01027152,91.3
11601,E01027153,59.3
11602,E01027154,87.2
11603,E01032978,43.2
11604,E01032979,11.8
11605,E01027132,132.0
11606,E01027133,70.7
11607,E01027134,130.1
11608,E01027135,44.2
11609,E01027155,108.3
11610,E01027225,122.5
11611,E01027227,116.7
11612,E01027228,97.4
11613,E01027151,64.7
11614,E01027236,51.3
11615,E01027237,14.1
11616,E01027238,49.8
11617,E01027223,27.9
11618,E01027224,21.5
11619,E01027226,102.8
11620,E01027257,16.4
11621,E01027233,19.2
11622,E01027234,30.6
11623,E01027235,33.2
11624,E01027252,28.7
11625,E01027156,46.5
11626,E01027159,16.4
11627,E01027160,42.0
11628,E01027161,34.9
11629,E01027158,35.7
11630,E01027201,26.6
11631,E01027202,1.8
11632,E01032980,69.7
11633,E01032981,7.7
11634,E01027250,16.6
11635,E01027253,16.2
11636,E01027254,9.9
11637,E01032975,22.9
11638,E01032976,6.5
11639,E01032977,5.9
11640,E01027162,36.4
11641,E01027163,15.3
11642,E01027164,39.1
11643,E01027165,19.1
11644,E01027166,73.1
11645,E01027167,32.6
11646,E01027203,65.5
11647,E01027204,41.9
11648,E01027205,51.1
11649,E01027206,15.6
11650,E01027282,8.0
11651,E01027283,1.1
11652,E01027285,1.7
11653,E01027286,1.9
11654,E01027287,1.9
11655,E01027273,0.8
11656,E01027274,0.7
11657,E01027275,2.2
11658,E01027308,0.5
11659,E01027263,2.3
11660,E01027279,5.5
11661,E01027284,1.0
11662,E01027294,2.1
11663,E01032982,12.7
11664,E01032983,49.3
11665,E01032984,18.4
11666,E01032985,1.0
11667,E01027262,0.4
11668,E01027277,1.1
11669,E01027289,1.2
11670,E01027300,33.5
11671,E01027303,0.9
11672,E01027297,0.7
11673,E01027298,3.2
11674,E01027299,53.6
11675,E01027301,22.1
11676,E01027302,46.5
11677,E01027291,1.2
11678,E01027292,20.6
11679,E01027293,5.7
11680,E01027304,0.5
11681,E01027305,0.5
11682,E01027261,0.5
11683,E01027295,2.9
11684,E01027306,0.4
11685,E01027276,2.2
11686,E01027280,1.3
11687,E01027281,21.2
11688,E01027307,0.9
11689,E01027265,28.3
11690,E01027266,7.6
11691,E01027270,25.6
11692,E01027271,10.6
11693,E01027272,55.5
11694,E01027264,14.2
11695,E01027267,33.1
11696,E01027268,30.2
11697,E01027269,42.1
11698,E01027288,1.3
11699,E01027290,0.7
11700,E01027296,0.5
11701,E01027326,1.6
11702,E01027327,2.9
11703,E01027328,29.4
11704,E01027338,0.8
11705,E01027330,22.0
11706,E01027331,53.3
11707,E01027332,29.8
11708,E01027333,26.7
11709,E01027334,9.4
11710,E01027343,37.0
11711,E01027344,30.8
11712,E01027345,38.6
11713,E01027346,6.8
11714,E01027347,51.5
11715,E01027313,113.0
11716,E01027314,34.2
11717,E01027315,5.4
11718,E01027316,21.5
11719,E01027339,5.9
11720,E01027340,44.7
11721,E01027341,41.2
11722,E01027342,49.6
11723,E01027349,30.2
11724,E01027350,30.9
11725,E01027351,27.5
11726,E01027352,69.3
11727,E01027309,39.1
11728,E01027310,63.2
11729,E01027311,48.3
